,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
41,71380965,,,12/13/22(Tue)06:49:21,Anonymous,,It&#039;s snowing where I live. Post comfy winter music https://youtu.be/e7K4NLWQphQ,Screenshot_20221212_132900,.jpg,1930,1080,249,139,1670932161048925,1670932161,+zG8QIN49VCHEFnXwjtSSA==,267471,0,,its-snowing-where-i-live-post-comfy-winter-music,0,2,0,"[{'no': 71380976, 'now': '12/13/22(Tue)06:50:21', 'name': 'Anonymous', 'com': 'underrated christmas song imo<br>definitely one for the holidays<br>https://youtu.be/3Rb9r6cTS7M', 'time': 1670932221, 'resto': 71380965}, {'no': 71380982, 'now': '12/13/22(Tue)06:50:51', 'name': 'Anonymous', 'com': '<a href=""#p71380965"" class=""quotelink"">&gt;&gt;71380965</a><br><span class=""quote"">&gt;Post comfy winter music</span><br>https://www.youtube.com/watch?v=ftJ<wbr>pAjEI9F8', 'time': 1670932251, 'resto': 71380965}]",1670932251,0.0,0.0,,,
42,71359977,,,12/11/22(Sun)19:49:31,Anonymous,/drugfeel/ - #898,"psychonautwiki.org<br>youtube.com/watch?v=r94qU6bWVVY<br>youtube.com/watch?v=QRArM5Ev4EE<br><br><span class=""quote"">&gt;Archived Threads</span><br>https://desuarchive.org/r9k/search/<wbr>subject/%2Fdrugfeels%2F/order/asc/<br>https://desuarchive.org/r9k/search/<wbr>subject/%2Fdrugfeel%2F/order/asc/",drugfeel,.png,900,400,250,111,1670806171707581,1670806171,9eP7oq0GPAPzml/UQph/Lw==,65639,0,,drugfeel-898,0,291,72,"[{'no': 71380802, 'now': '12/13/22(Tue)06:24:16', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Vape pod just broke in half</span><br><span class=""quote"">&gt;6am</span><br><span class=""quote"">&gt;Stores don&#039;t open until 12pm</span><br>Guess it&#039;s CtM vaping for some hours, pic related.', 'filename': 'Im crying', 'ext': '.jpg', 'w': 768, 'h': 433, 'tn_w': 125, 'tn_h': 70, 'tim': 1670930656797554, 'time': 1670930656, 'md5': 'RYCR1KGumtSHP+lNsAHStw==', 'fsize': 14764, 'resto': 71359977}, {'no': 71380953, 'now': '12/13/22(Tue)06:47:43', 'name': 'Anonymous', 'com': 'I think I have covid or bronchitis or whatever. Fever, coughing a lot, feel like shit generally<br><br>Should I take DXM?', 'time': 1670932063, 'resto': 71359977}, {'no': 71380962, 'now': '12/13/22(Tue)06:49:05', 'name': 'Anonymous', 'com': '<a href=""#p71380953"" class=""quotelink"">&gt;&gt;71380953</a><br>let&#039;s go boy ess', 'time': 1670932145, 'resto': 71359977}, {'no': 71380964, 'now': '12/13/22(Tue)06:49:15', 'name': 'Anonymous', 'com': '<a href=""#p71380121"" class=""quotelink"">&gt;&gt;71380121</a><br>Where did you buy that pill box or whatever it&#039;s called? A friend of mine goes nuts for anything with calaveras', 'time': 1670932155, 'resto': 71359977}, {'no': 71380974, 'now': '12/13/22(Tue)06:50:17', 'name': 'Anonymous', 'com': '<a href=""#p71380962"" class=""quotelink"">&gt;&gt;71380962</a><br>Apparently it&#039;s counterindicated when you have a wet cough, that&#039;s what&#039;s stopping me', 'time': 1670932217, 'resto': 71359977}]",1670932217,0.0,0.0,286.0,71.0,
43,71370505,,,12/12/22(Mon)13:40:40,Anonymous,BDSM Test,https://bdsmtest.org/<br><br>What did you get anon?,IMG_20221210_224415,.jpg,1080,1439,187,250,1670870440547388,1670870440,azbe0l08v3sNSe/nMhii+Q==,431659,0,,bdsm-test,0,118,53,"[{'no': 71380654, 'now': '12/13/22(Tue)06:04:25', 'name': 'Anonymous', 'com': 'Getting 94% for ageplay makes me feel disgusted w myself. How cope?', 'time': 1670929465, 'resto': 71370505}, {'no': 71380666, 'now': '12/13/22(Tue)06:06:31', 'name': 'Anonymous', 'com': '== Results from bdsmtest.org == <br>100% Switch <br>94% Ageplayer <br>91% Daddy/Mommy <br>90% Boy/Girl <br>89% Experimentalist <br>88% Rigger <br>86% Dominant <br>84% Brat tamer <br>72% Brat <br>71% Degradee <br>69% Primal (Hunter) <br>66% Voyeur <br>62% Owner <br>61% Submissive <br>61% Exhibitionist <br>56% Sadist <br>52% Vanilla <br>48% Rope bunny <br>40% Degrader <br>29% Pet <br>27% Primal (Prey) <br>25% Master/Mistress <br>22% Non-monogamist <br>5% Masochist <br>1% Slave', 'time': 1670929591, 'resto': 71370505}, {'no': 71380839, 'now': '12/13/22(Tue)06:29:33', 'name': 'Anonymous', 'com': '87% Dominant <br>65% Brat tamer <br>62% Switch <br>53% Vanilla <br>49% Experimentalist <br>46% Master/Mistress <br>44% Degrader <br>43% Rigger <br>42% Owner <br>41% Voyeur <br><br>Feels good being a vanilla dominant chad who kind of likes public/risky sex.', 'time': 1670930973, 'resto': 71370505}, {'no': 71380900, 'now': '12/13/22(Tue)06:39:23', 'name': 'hecate', 'com': 'https://www.youtube.com/watch?v=jWF<wbr>b5z3kUSQ', 'time': 1670931563, 'resto': 71370505}, {'no': 71380966, 'now': '12/13/22(Tue)06:49:24', 'name': 'Anonymous', 'com': 'Anyone else finds it funny that Rigger is a fetish category?<br><span class=""quote"">&gt;Hey babe, want to fortify elections with me?</span><br>I know, I know. Not that kind of Rigger, but still makes me chuckle.', 'time': 1670932164, 'resto': 71370505}]",1670932164,0.0,0.0,113.0,53.0,
44,71379946,,,12/13/22(Tue)04:18:43,Anonymous,Building Confidence,"Ok serious advice on building social confidence that works for me.<br><br>Whenever youre outside walking, best if on sidewalk, and you pass people, its usual for normies to make brief eye contact. What you need to do is make eye contact in this way and DO NOT BREAK IT BEFORE THEY DO.<br>Thats it. They will look away after usually one second, normal amount of time, but it could last up to three. Its hard at first but I promise you will feel like a baller. Its the small things. What do you have to lose? You will never see these people again, theyre just meaningless NPCs anyway.<br><br>If you dont go outside, you should start by taking a walk once in a while. Hopefully this is a good excuse to for that too.",Screenshot 2022-12-13 011542,.jpg,767,732,250,238,1670923123424704,1670923123,LSrYpXUKLc29nqNcMERBLQ==,61743,0,,building-confidence,0,7,0,"[{'no': 71379961, 'now': '12/13/22(Tue)04:22:44', 'name': 'Anonymous', 'com': '<a href=""#p71379953"" class=""quotelink"">&gt;&gt;71379953</a><br>Are they friendly in return?', 'time': 1670923364, 'resto': 71379946}, {'no': 71379963, 'now': '12/13/22(Tue)04:23:00', 'name': 'sage', 'com': '<a href=""#p71379946"" class=""quotelink"">&gt;&gt;71379946</a><br><span class=""quote"">&gt;Whenever youre outside walking, best if on sidewalk, and you pass people, its usual for normies to make brief eye contact. What you need to do is make eye contact in this way and DO NOT BREAK IT BEFORE THEY DO.</span><br>Or they do that weird primate behaviour thing where they nod at you as if it acknowledge you&#039;re potentially a threat but are not one in the moment, or whatever it&#039;s supposed to mean. Anyways OP, I don&#039;t care for your advice and will continue to cross streets and dart down alleys to avoid eye contact reeeeeeeeeeeeeeeeeeee', 'time': 1670923380, 'resto': 71379946}, {'no': 71379989, 'now': '12/13/22(Tue)04:26:10', 'name': 'Anonymous', 'com': '<a href=""#p71379955"" class=""quotelink"">&gt;&gt;71379955</a><br><br><span class=""quote"">&gt;not being a trash human being</span><br><br>nebulous concept, a simple concrete exercise is much more helpful. might not work for everyone but it does for me', 'time': 1670923570, 'resto': 71379946}, {'no': 71380048, 'now': '12/13/22(Tue)04:35:27', 'name': 'Anonymous', 'com': '<a href=""#p71379989"" class=""quotelink"">&gt;&gt;71379989</a><br>You&#039;re just being weird and creepy. One day someone will confront you and aaalll that confidence will fade away.', 'time': 1670924127, 'resto': 71379946}, {'no': 71380960, 'now': '12/13/22(Tue)06:48:45', 'name': 'Anonymous', 'com': '<a href=""#p71380048"" class=""quotelink"">&gt;&gt;71380048</a><br>Just smile at a them like the Cheshire Cat while subtly motioning for the authorities.', 'time': 1670932125, 'resto': 71379946}]",1670932125,0.0,0.0,2.0,0.0,
45,71373891,,,12/12/22(Mon)18:14:48,Anonymous,/r9gay/ - #1922,"Xbox 360 Edition<br><br>Previously: <a href=""/r9k/thread/71345255#p71345255"" class=""quotelink"">&gt;&gt;71345255</a>",B76670B6-FB75-42BB-807F-B65C65FDBADA,.jpg,1024,1285,199,250,1670886888764488,1670886888,cR9EJM15pr6z4jcWxRU2YA==,169803,0,,r9gay-1922,0,144,21,"[{'no': 71380354, 'now': '12/13/22(Tue)05:20:24', 'name': 'Anonymous', 'com': '<a href=""#p71380293"" class=""quotelink"">&gt;&gt;71380293</a><br><span class=""quote"">&gt;I hope for your sake that the money is good.</span><br>working both jobs I should make 42500 annually<br>it&#039;s not bad money considering I never thought I&#039;d make more than minimum wage, but I sure am going to miss the freedom of having days off', 'filename': 'F9148A1D-8722-4CA1-B377-B5A6073C3FDC', 'ext': '.gif', 'w': 187, 'h': 178, 'tn_w': 125, 'tn_h': 118, 'tim': 1670926824721465, 'time': 1670926824, 'md5': 'lx5PIdPu4B465YRLrID1aw==', 'fsize': 764057, 'resto': 71373891}, {'no': 71380641, 'now': '12/13/22(Tue)06:02:01', 'name': 'Anonymous', 'com': '<a href=""#p71380354"" class=""quotelink"">&gt;&gt;71380354</a><br><span class=""quote"">&gt;42500</span><br>that&#039;s close to local minimum wage, especially for 60 hours<br><span class=""quote"">&gt;two jobs</span><br>ah :(', 'filename': 'mfw', 'ext': '.jpg', 'w': 500, 'h': 475, 'tn_w': 125, 'tn_h': 118, 'tim': 1670929321767392, 'time': 1670929321, 'md5': 'FWgZn50CvZyrnm/+VCrFhw==', 'fsize': 57489, 'resto': 71373891}, {'no': 71380675, 'now': '12/13/22(Tue)06:08:05', 'name': 'Anonymous', 'com': '<a href=""#p71380180"" class=""quotelink"">&gt;&gt;71380180</a><br>kill yourself in front of your boss in a violent bloody fashion <br>that&#039;ll show em', 'filename': 'cdn.forumcomm-removebg-preview (1)', 'ext': '.png', 'w': 499, 'h': 499, 'tn_w': 124, 'tn_h': 124, 'tim': 1670929685825647, 'time': 1670929685, 'md5': 'MocdBF/ahS22tsCZbxX/qA==', 'fsize': 97289, 'resto': 71373891}, {'no': 71380704, 'now': '12/13/22(Tue)06:12:40', 'name': 'Anonymous', 'com': '<a href=""#p71380641"" class=""quotelink"">&gt;&gt;71380641</a><br>we ain&#039;t never gonna make it<br><a href=""#p71380675"" class=""quotelink"">&gt;&gt;71380675</a><br>sorry i&#039;m too beat up from my daily slavings to do that', 'filename': '1664607584911404', 'ext': '.jpg', 'w': 828, 'h': 824, 'tn_w': 125, 'tn_h': 124, 'tim': 1670929960208373, 'time': 1670929960, 'md5': 'TM8FpB9B2tQSP187iay6TA==', 'fsize': 85354, 'resto': 71373891}, {'no': 71380952, 'now': '12/13/22(Tue)06:47:41', 'name': 'Anonymous', 'com': 'I was going to say that I think part of me wishes I was gay but that isn&#039;t true. I just want to be in love really bad and I have a higher sexual market value in gay world. I could fall in love with practically anyone if they had the right personality but I am unsure if I would be satisfied if my sexual needs weren&#039;t being met.', 'time': 1670932061, 'resto': 71373891}]",1670932061,0.0,0.0,139.0,17.0,
46,71379785,,,12/13/22(Tue)03:55:17,Anonymous,,"Femanon, have you ever considered doing pic related?",2f2c4e089aff5ef2aab0cb83e36db2cf,.jpg,2264,3600,157,250,1670921717323104,1670921717,gIGXNR2rZ5vDXS817KO7vA==,792130,0,,femanon-have-you-ever-considered-doing-pic,0,13,2,"[{'no': 71380338, 'now': '12/13/22(Tue)05:17:27', 'name': 'Anonymous', 'com': '<a href=""#p71379785"" class=""quotelink"">&gt;&gt;71379785</a><br>no way one is that big', 'time': 1670926647, 'resto': 71379785}, {'no': 71380367, 'now': '12/13/22(Tue)05:23:21', 'name': 'ryu :3', 'com': '<a href=""#p71379785"" class=""quotelink"">&gt;&gt;71379785</a><br>I don&#039;t know i have never thought about doing things like that, I am extremely scared of gagging or accidentally puking while doing that.', 'filename': '5d47cd20c7c777383239d299c133b92a', 'ext': '.jpg', 'w': 736, 'h': 679, 'tn_w': 125, 'tn_h': 115, 'tim': 1670927001283608, 'time': 1670927001, 'md5': 'pMeQ3n12Xg8QV4Z5yU9iHA==', 'fsize': 109345, 'resto': 71379785}, {'no': 71380673, 'now': '12/13/22(Tue)06:07:42', 'name': 'Anonymous', 'com': '<a href=""#p71379846"" class=""quotelink"">&gt;&gt;71379846</a><br><span class=""quote"">&gt;met him here</span><br>come on now...', 'time': 1670929662, 'resto': 71379785}, {'no': 71380833, 'now': '12/13/22(Tue)06:28:53', 'name': 'Anonymous', 'com': 'No.<br>I am categorical that I will only ever have gentle and loving sex.', 'time': 1670930933, 'resto': 71379785}, {'no': 71380950, 'now': '12/13/22(Tue)06:47:33', 'name': 'Anonymous', 'com': '<a href=""#p71379846"" class=""quotelink"">&gt;&gt;71379846</a><br>yeah ok but im diffrent :)', 'time': 1670932053, 'resto': 71379785}]",1670932053,0.0,0.0,8.0,1.0,
47,71380829,,,12/13/22(Tue)06:27:44,Anonymous,,What if when you look at the stars there&#039;s little aliens on planets far away smiling back at you?,apu,.jpg,900,900,250,250,1670930864509088,1670930864,lbE1IJSrqos+mzdtGJ3Fbg==,59434,0,,what-if-when-you-look-at-the-stars-theres-little,0,3,1,"[{'no': 71380842, 'now': '12/13/22(Tue)06:29:54', 'name': 'Anonymous', 'com': 'There are. But it will take millions of years for the light from those planets to reach us and for us to know they&#039;re looking at us.', 'time': 1670930994, 'resto': 71380829}, {'no': 71380895, 'now': '12/13/22(Tue)06:38:26', 'name': 'Anonymous', 'com': 'I always feel indescribable loss when looking at the stars. I wasn&#039;t born in time to go there. I was born in time to rot away in front of a screen, though. A practically inexistent chance at being born, yet here I am, and for this.', 'filename': 'Space frog', 'ext': '.jpg', 'w': 900, 'h': 506, 'tn_w': 125, 'tn_h': 70, 'tim': 1670931506846657, 'time': 1670931506, 'md5': 'REt4okTj1r9kI44Izmp3dg==', 'fsize': 87314, 'resto': 71380829}, {'no': 71380944, 'now': '12/13/22(Tue)06:46:24', 'name': 'Anonymous', 'com': '<a href=""#p71380895"" class=""quotelink"">&gt;&gt;71380895</a><br>Space is empty and horrific. All of the beauty of your reality is right here on earth and you could seek that out if you wanted to', 'time': 1670931984, 'resto': 71380829}]",1670931984,0.0,0.0,,,
48,71380801,,,12/13/22(Tue)06:24:11,Anonymous,,"<span class=""quote"">&gt;go through the process of meeting and fucking a femboy OF whore IRL</span><br><span class=""quote"">&gt;greatest nut I&#039;ve had to date </span><br><span class=""quote"">&gt;but mfw the post nut clarity washes over me</span><br>How do I cope?",1663264372925009,.png,1467,1854,197,250,1670930651065068,1670930651,7QbhWNlt6Y0vHEYXO303kA==,384983,0,,go-through-the-process-of-meeting-and-fucking-a,0,2,1,"[{'no': 71380806, 'now': '12/13/22(Tue)06:24:57', 'name': 'Anonymous', 'com': '<a href=""#p71380801"" class=""quotelink"">&gt;&gt;71380801</a><br>go fuck him again', 'time': 1670930697, 'resto': 71380801}, {'no': 71380938, 'now': '12/13/22(Tue)06:45:32', 'name': 'Anonymous', 'com': '<a href=""#p71380806"" class=""quotelink"">&gt;&gt;71380806</a><br>Dude lives near a black city and has a whole page of milking niggas with their faces blurred out and many of them are downlow and closeted<br><br>I don&#039;t want to get sucked in to being a trap chaser though', 'filename': 'FMDmG0eXsAQy_5H', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670931932637195, 'time': 1670931932, 'md5': 'jth404vjb25VEK+MR2tiIA==', 'fsize': 381999, 'resto': 71380801}]",1670931932,0.0,0.0,,,
49,71380932,,,12/13/22(Tue)06:45:09,Anonymous,,Have you ever spent more than 30 days in jail?,Screenshot_20220826-155703~2,.png,653,481,250,184,1670931909565175,1670931909,749EcUx6bKEMFofsHRPtCQ==,268720,0,,have-you-ever-spent-more-than-30-days-in-jail,0,0,0,,1670931909,0.0,0.0,,,
50,71380779,,,12/13/22(Tue)06:21:06,Anonymous,ive seen plenty of ugly fucks with great personalities loved by everyone,i just dont get how they do it. ive looked at countless tutorials on how to be more charismatic and they all seem like outright lies. where is the real information on how to be likeable? im too autistic to figure it out on my own.,1522161428612,.jpg,600,600,250,250,1670930466178509,1670930466,1ZHSByWVteG0zp0c+vTRzA==,58794,0,,ive-seen-plenty-of-ugly-fucks-with-great,0,6,0,"[{'no': 71380803, 'now': '12/13/22(Tue)06:24:18', 'name': 'Anonymous', 'com': '<a href=""#p71380779"" class=""quotelink"">&gt;&gt;71380779</a><br>Just be funny, its that simple. Once you figure out humor, everything else comes naturally.', 'time': 1670930658, 'resto': 71380779}, {'no': 71380805, 'now': '12/13/22(Tue)06:24:53', 'name': 'Anonymous', 'com': '<a href=""#p71380803"" class=""quotelink"">&gt;&gt;71380803</a><br>So what makes people laugh?', 'time': 1670930693, 'resto': 71380779}, {'no': 71380807, 'now': '12/13/22(Tue)06:25:11', 'name': 'Anonymous', 'com': '<a href=""#p71380803"" class=""quotelink"">&gt;&gt;71380803</a><br>This is false, some of the funniest people I know are social rejects.', 'time': 1670930711, 'resto': 71380779}, {'no': 71380819, 'now': '12/13/22(Tue)06:26:42', 'name': 'Anonymous', 'com': '<a href=""#p71380779"" class=""quotelink"">&gt;&gt;71380779</a><br>Reason is they look like puppies in eyes of narcisist', 'time': 1670930802, 'resto': 71380779}, {'no': 71380930, 'now': '12/13/22(Tue)06:44:56', 'name': 'Anonymous', 'com': '<a href=""#p71380805"" class=""quotelink"">&gt;&gt;71380805</a><br>Nigger, how can i possibly explain this in a single post? Go watch some shit like bill hicks or goerge carlin idk. Go watch some funny shit.', 'time': 1670931896, 'resto': 71380779}]",1670931896,0.0,0.0,1.0,0.0,
